candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,final_score,connected_cells,layout_score,diagnostics
0,false,-1,10.00,100,5489,1617,0,14,2,-14521,14,1281042,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=E;strong=[cell-a-001,cell-d-001,cell-f-001,cell-i-003]|[cell-c-001,cell-h-001,cell-j-001]|[cell-b-001,cell-i-002]|[cell-e-001]|[cell-g-001]|[cell-i-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-d-001,cell-f-001,cell-i-003]|[cell-c-001,cell-h-001,cell-j-001]|[cell-b-001,cell-i-002]|[cell-e-001]|[cell-g-001]|[cell-i-001]|[red-myco-001]|[red-myco-002]"
37,false,-1,9.80,98,7726,1936,0,12,4,-16078,14,1299862,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001;missingResources=C,E,H,J;strong=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,red-myco-001,red-myco-002]|[cell-c-001]|[cell-e-001]|[cell-h-001]|[cell-i-003]|[cell-j-001];weak=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,red-myco-001,red-myco-002]|[cell-c-001]|[cell-e-001]|[cell-h-001]|[cell-i-003]|[cell-j-001]"
38,false,-1,15.60,156,11407,4073,0,14,7,16803,14,1433344,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-i-002,cell-i-003;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]"
39,false,-1,12.30,123,8299,1987,0,14,5,-10965,14,1371016,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-003,cell-j-001;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-002]|[cell-a-001,cell-f-001,cell-i-001,red-myco-001]|[cell-i-003];weak=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-002]|[cell-a-001,cell-f-001,cell-i-001,red-myco-001]|[cell-i-003]"
40,false,-1,11.80,118,4724,2512,0,13,4,-5562,14,1246382,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,red-myco-002;missingResources=B,H;strong=[cell-a-001,cell-d-001,cell-f-001,cell-i-002,red-myco-001]|[cell-c-001,cell-e-001,cell-g-001,cell-j-001]|[cell-b-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-002];weak=[cell-a-001,cell-d-001,cell-f-001,cell-i-002,red-myco-001]|[cell-c-001,cell-e-001,cell-g-001,cell-j-001]|[cell-b-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-002]"
41,false,-1,15.80,158,12474,5520,0,14,7,33393,14,1556984,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-003,red-myco-002;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-h-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[cell-h-001]|[red-myco-002]"
42,false,-1,11.10,111,9749,2835,0,13,5,-781,14,1381555,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]|[cell-h-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]|[cell-h-001]"
43,false,-1,11.70,117,4824,1136,0,14,1,-21165,14,1464975,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=A,E,H;strong=[cell-b-001,cell-d-001,cell-g-001,cell-i-002]|[cell-a-001,cell-f-001]|[cell-c-001,cell-h-001]|[cell-e-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-g-001,cell-i-002]|[cell-a-001,cell-f-001]|[cell-c-001,cell-h-001]|[cell-e-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
44,false,-1,11.20,112,5220,1021,0,14,1,-21653,14,1468819,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=E,F;strong=[cell-b-001,cell-d-001,cell-g-001,cell-i-002]|[cell-c-001,cell-h-001,cell-j-001]|[cell-a-001,cell-f-001]|[cell-e-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-g-001,cell-i-002]|[cell-c-001,cell-h-001,cell-j-001]|[cell-a-001,cell-f-001]|[cell-e-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]|[red-myco-002]"
45,false,-1,16.30,163,13206,6336,0,14,8,44378,14,1693032,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-g-001,cell-h-001,cell-i-003,red-myco-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002]|[red-myco-001]"
46,false,-1,11.40,114,9521,1935,0,14,4,-11590,14,1483000,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001;missingResources=C,H;strong=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-j-001,red-myco-001,red-myco-002]|[cell-c-001]|[cell-h-001]|[cell-i-003];weak=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-j-001,red-myco-001,red-myco-002]|[cell-c-001]|[cell-h-001]|[cell-i-003]"
47,false,-1,8.70,87,7095,1796,0,11,3,-14947,14,1141711,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002;missingResources=C,H;strong=[cell-a-001,cell-d-001,cell-f-001,cell-i-001,red-myco-001]|[cell-e-001,cell-g-001,cell-j-001]|[cell-b-001,cell-i-002]|[cell-c-001]|[cell-h-001]|[cell-i-003]|[red-myco-002];weak=[cell-a-001,cell-d-001,cell-f-001,cell-i-001,red-myco-001]|[cell-e-001,cell-g-001,cell-j-001]|[cell-b-001,cell-i-002]|[cell-c-001]|[cell-h-001]|[cell-i-003]|[red-myco-002]"
48,false,-1,13.00,130,5805,1019,0,14,3,-22570,14,1521694,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001;missingResources=C,E,J;strong=[cell-b-001,cell-d-001,cell-g-001,cell-i-002,red-myco-002]|[cell-a-001,cell-f-001,cell-i-003,red-myco-001]|[cell-c-001]|[cell-e-001]|[cell-h-001]|[cell-i-001]|[cell-j-001];weak=[cell-b-001,cell-d-001,cell-g-001,cell-i-002,red-myco-002]|[cell-a-001,cell-f-001,cell-i-003,red-myco-001]|[cell-c-001]|[cell-e-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]"
49,false,-1,14.90,149,11530,3861,0,13,6,12545,14,1522774,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-003;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]|[cell-h-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]|[cell-h-001]"
50,false,-1,12.80,128,9261,4329,0,13,6,17252,14,1477863,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,red-myco-001;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002]|[cell-h-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002]|[cell-h-001]|[red-myco-001]"
51,false,-1,12.30,123,8938,2820,0,14,5,1714,14,1234520,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-002;missingResources=none;strong=[cell-a-001,cell-d-001,cell-f-001,cell-i-001,cell-i-003,red-myco-001]|[cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001]|[cell-b-001,cell-i-002]|[red-myco-002];weak=[cell-a-001,cell-d-001,cell-f-001,cell-i-001,cell-i-003,red-myco-001]|[cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001]|[cell-b-001,cell-i-002]|[red-myco-002]"
52,false,-1,9.80,98,5462,1024,0,14,1,-22652,14,1278116,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=E,F;strong=[cell-b-001,cell-d-001,cell-g-001,cell-i-002]|[cell-c-001,cell-h-001,cell-j-001]|[cell-a-001,cell-f-001]|[cell-e-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-g-001,cell-i-002]|[cell-c-001,cell-h-001,cell-j-001]|[cell-a-001,cell-f-001]|[cell-e-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]|[red-myco-002]"
53,false,-1,8.20,82,4463,898,0,13,1,-26759,14,1221810,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=A,C,E,F,H;strong=[cell-b-001,cell-d-001,cell-g-001,cell-i-002]|[cell-e-001,cell-j-001]|[cell-a-001]|[cell-c-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-g-001,cell-i-002]|[cell-e-001,cell-j-001]|[cell-a-001]|[cell-c-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]|[red-myco-002]"
54,false,-1,11.90,119,9406,1923,0,14,4,-10830,14,1387791,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001;missingResources=C,H;strong=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]|[cell-c-001]|[cell-h-001];weak=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]|[cell-c-001]|[cell-h-001]"
55,false,-1,12.80,128,8662,2392,0,14,4,-4311,14,1144599,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-003,cell-j-001,red-myco-002;missingResources=C,E,H;strong=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001]|[cell-e-001,cell-j-001]|[cell-c-001]|[cell-h-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001]|[cell-e-001,cell-j-001]|[cell-c-001]|[cell-h-001]|[red-myco-002]"
56,false,-1,15.10,151,7150,1137,0,14,2,-18461,14,1333626,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002;missingResources=H;strong=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-i-001]|[cell-e-001,cell-g-001,cell-i-002,red-myco-001]|[cell-c-001,cell-h-001]|[cell-i-003]|[cell-j-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-i-001]|[cell-e-001,cell-g-001,cell-i-002,red-myco-001]|[cell-c-001,cell-h-001]|[cell-i-003]|[cell-j-001]|[red-myco-002]"
57,false,-1,16.90,169,13708,6418,0,14,8,44985,14,1553638,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-i-003,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001]|[red-myco-002]"
58,false,-1,9.00,90,5608,1874,0,12,2,-14151,14,1093445,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=E,H;strong=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-i-001]|[cell-c-001,cell-h-001]|[cell-e-001,cell-j-001]|[cell-g-001]|[cell-i-002]|[cell-i-003]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-i-001]|[cell-c-001,cell-h-001]|[cell-e-001,cell-j-001]|[cell-g-001]|[cell-i-002]|[cell-i-003]|[red-myco-001]|[red-myco-002]"
59,false,-1,13.40,134,10383,3699,0,14,7,12183,14,1433114,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003;missingResources=none;strong=[cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001,cell-d-001,cell-f-001,cell-i-001]|[cell-i-003];weak=[cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001,cell-d-001,cell-f-001,cell-i-001]|[cell-i-003]"
60,false,-1,12.10,121,6139,1696,0,13,2,-14456,14,1425473,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,red-myco-001,red-myco-002;missingResources=H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-i-002,cell-j-001]|[cell-a-001,cell-f-001,cell-i-003]|[cell-h-001]|[cell-i-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-i-002,cell-j-001]|[cell-a-001,cell-f-001,cell-i-003]|[cell-h-001]|[cell-i-001]|[red-myco-001]|[red-myco-002]"
61,false,-1,12.70,127,5407,2902,0,14,3,55,14,1358206,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=A,C,F,H;strong=[cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-i-002,cell-j-001]|[cell-a-001]|[cell-c-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-i-002,cell-j-001]|[cell-a-001]|[cell-c-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]|[red-myco-002]"
62,false,-1,13.40,134,11038,3883,0,14,7,13602,14,1530971,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-i-002,cell-i-003;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]"
63,false,-1,12.50,125,6709,2964,0,14,4,2557,14,1330902,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001,red-myco-002;missingResources=B;strong=[cell-a-001,cell-d-001,cell-f-001,cell-i-001,cell-i-003]|[cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001]|[cell-b-001]|[cell-i-002]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-d-001,cell-f-001,cell-i-001,cell-i-003]|[cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001]|[cell-b-001]|[cell-i-002]|[red-myco-001]|[red-myco-002]"
64,false,-1,13.90,139,7664,4003,0,14,5,15064,14,1461892,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,red-myco-001,red-myco-002;missingResources=H;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002,cell-i-003,cell-j-001]|[cell-h-001]|[cell-i-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-002,cell-i-003,cell-j-001]|[cell-h-001]|[cell-i-001]|[red-myco-001]|[red-myco-002]"
65,false,-1,14.90,149,10737,4405,0,14,7,18999,14,1457356,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-003,cell-j-001;missingResources=C,H;strong=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]|[cell-c-001]|[cell-h-001];weak=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002]|[cell-c-001]|[cell-h-001]"
66,false,-1,11.40,114,3789,1132,0,14,2,-19356,14,1335973,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-001;missingResources=A,C,E,F,H,J;strong=[cell-b-001,cell-d-001,cell-g-001,cell-i-002,red-myco-002]|[cell-a-001]|[cell-c-001]|[cell-e-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001];weak=[cell-b-001,cell-d-001,cell-g-001,cell-i-002,red-myco-002]|[cell-a-001]|[cell-c-001]|[cell-e-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]"
67,false,-1,7.70,77,4929,898,0,13,2,-27671,14,1043013,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-002;missingResources=B,C,E,G,H,J;strong=[cell-a-001,cell-d-001,cell-f-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001]|[cell-b-001]|[cell-c-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[red-myco-002];weak=[cell-a-001,cell-d-001,cell-f-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001]|[cell-b-001]|[cell-c-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[red-myco-002]"
68,false,-1,11.40,114,6523,1629,0,13,3,-17055,14,1279501,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001;missingResources=C,H,J;strong=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-002]|[cell-c-001]|[cell-h-001]|[cell-j-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-002]|[cell-c-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]"
69,false,-1,7.00,70,3549,899,0,12,1,-28544,14,1266268,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=C,E,F,H,J;strong=[cell-b-001,cell-d-001,cell-g-001,cell-i-002]|[cell-a-001,cell-f-001]|[cell-c-001]|[cell-e-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-d-001,cell-g-001,cell-i-002]|[cell-a-001,cell-f-001]|[cell-c-001]|[cell-e-001]|[cell-h-001]|[cell-i-001]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
70,false,-1,8.80,88,5465,898,0,13,2,-24946,14,1184956,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001;missingResources=A,D,F,I;strong=[cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-b-001,cell-i-002]|[cell-a-001]|[cell-d-001]|[cell-f-001]|[cell-i-001]|[cell-i-003]|[red-myco-001];weak=[cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-b-001,cell-i-002]|[cell-a-001]|[cell-d-001]|[cell-f-001]|[cell-i-001]|[cell-i-003]|[red-myco-001]"
71,false,-1,10.80,108,5972,898,0,14,1,-24065,14,1243948,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=C,H;strong=[cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003]|[cell-e-001,cell-j-001]|[cell-b-001]|[cell-c-001]|[cell-h-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003]|[cell-e-001,cell-j-001]|[cell-b-001]|[cell-c-001]|[cell-h-001]|[red-myco-001]|[red-myco-002]"
72,false,-1,4.80,48,1543,0,0,11,0,-41155,14,902857,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-i-003,cell-j-001,red-myco-001,red-myco-002;missingResources=B,C,D,E,F,G,H,J;strong=[cell-a-001,cell-f-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-i-001]|[cell-i-002]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-f-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-i-001]|[cell-i-002]|[cell-i-003]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
73,false,-1,15.10,151,9723,3568,0,14,5,9830,14,1548282,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-003,cell-j-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001]|[cell-c-001,cell-e-001,cell-h-001,cell-j-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-i-002,cell-i-003,red-myco-001]|[cell-c-001,cell-e-001,cell-h-001,cell-j-001]|[red-myco-002]"
