candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,non_glowing_required_cells,missing_required_resources,non_glowing_cell_ids,final_score,connected_cells,layout_score,diagnostics
0,false,-1,13.50,135,10254,4446,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-002,16008,16,1750976,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002]"
120,false,-1,13.20,132,6747,3237,0,16,5,11,3,cell-a-001|cell-b-001|cell-d-001|cell-e-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-002,485,16,1555085,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-002;missingResources=A,E,H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-j-001,cell-k-001]|[cell-a-001]|[cell-e-001]|[cell-f-001]|[cell-g-001]|[cell-h-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-j-001,cell-k-001]|[cell-a-001]|[cell-e-001]|[cell-f-001]|[cell-g-001]|[cell-h-001]|[red-myco-002]"
121,false,-1,13.10,131,10241,4589,0,16,6,10,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-002,15188,16,1622486,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-002;missingResources=B;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-j-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-j-001]|[red-myco-002]"
122,false,-1,15.90,159,11908,5566,0,16,8,8,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-j-001|cell-k-001,28705,16,1617291,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001;missingResources=B,J;strong=[cell-a-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002]|[cell-b-001]|[cell-j-001]|[cell-k-001];weak=[cell-a-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002]|[cell-b-001]|[cell-j-001]|[cell-k-001]"
123,false,-1,14.40,144,6747,4379,0,16,5,11,5,cell-a-001|cell-b-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,15167,16,1558698,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=A,E,G,H,J;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
124,false,-1,14.30,143,10138,6026,0,16,7,9,0,cell-a-001|cell-b-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-k-001|red-myco-001|red-myco-002,34935,16,1606987,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-k-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[red-myco-001]|[red-myco-002]"
125,false,-1,12.40,124,8422,4154,0,15,5,11,3,cell-a-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,11759,16,1576863,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=A,E,H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[red-myco-001]|[red-myco-002]"
126,false,-1,16.60,166,12558,7205,0,16,10,6,0,cell-a-001|cell-c-001|cell-g-001|cell-h-001|cell-i-001|red-myco-002,49102,16,1674321,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-g-001,cell-h-001,cell-i-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002]"
127,false,-1,16.60,166,12558,7205,0,16,10,6,0,cell-a-001|cell-c-001|cell-g-001|cell-h-001|cell-i-001|red-myco-002,49102,16,1675262,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-g-001,cell-h-001,cell-i-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002]"
128,false,-1,13.10,131,10229,4589,0,16,6,10,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-002,15162,16,1526189,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-002;missingResources=B;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-j-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-j-001]|[red-myco-002]"
129,false,-1,13.00,130,7952,4591,0,16,5,11,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,16044,16,1556867,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=B,J;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
130,false,-1,13.70,137,9639,5489,0,16,6,10,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-k-001|red-myco-001|red-myco-002,28684,16,1603133,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-k-001,red-myco-001,red-myco-002;missingResources=B;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-b-001]|[red-myco-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-b-001]|[red-myco-001]|[red-myco-002]"
131,false,-1,13.80,138,6248,3842,0,16,4,12,6,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,8916,16,1603587,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=A,B,E,G,H,J;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
132,false,-1,12.50,125,10411,4618,0,16,7,9,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001,15397,16,1562774,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001;missingResources=B;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,red-myco-002]|[cell-b-001,cell-k-001]|[cell-j-001];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,red-myco-002]|[cell-b-001,cell-k-001]|[cell-j-001]"
133,false,-1,11.80,118,7945,4590,0,16,5,11,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,15201,16,1603157,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=B,J;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
134,false,-1,11.40,114,8129,3691,0,15,4,12,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,4567,16,1506138,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=B,C;strong=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-c-001]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-c-001]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
135,false,-1,13.50,135,9173,4962,0,16,7,9,0,cell-a-001|cell-b-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-k-001|red-myco-002,21188,16,1520034,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-k-001,red-myco-002;missingResources=none;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-f-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-f-001]|[red-myco-002]"
136,false,-1,14.10,141,9132,5078,0,16,7,9,0,cell-a-001|cell-b-001|cell-d-001|cell-e-001|cell-f-001|cell-i-001|cell-j-001|cell-k-001|red-myco-002,22594,16,1522075,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-i-001,cell-j-001,cell-k-001,red-myco-002;missingResources=none;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001]|[cell-f-001]|[cell-k-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001]|[cell-f-001]|[cell-k-001]|[red-myco-002]"
137,false,-1,16.00,160,13567,8190,0,16,11,5,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001,60005,16,1625915,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]"
138,false,-1,12.10,121,9328,4590,0,16,6,10,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-002,15354,16,1617662,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-002;missingResources=B;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-j-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-j-001]|[red-myco-002]"
139,false,-1,15.80,158,13451,8231,0,16,11,5,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001,60927,16,1718729,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]"
140,false,-1,11.50,115,7637,4596,0,15,5,11,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|red-myco-001|red-myco-002,14517,16,1572298,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002;missingResources=A,E,H;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-g-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[red-myco-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-g-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[red-myco-001]|[red-myco-002]"
141,false,-1,13.90,139,9435,5351,0,16,7,9,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|red-myco-002,25879,16,1609425,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-f-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-f-001]|[red-myco-002]"
142,false,-1,14.30,143,10619,5361,0,16,8,8,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-i-001|cell-j-001,26104,16,1608489,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-i-001,cell-j-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-f-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-f-001]"
143,false,-1,14.10,141,9471,5366,0,16,7,9,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|red-myco-002,26065,16,1561127,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-f-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-f-001]|[red-myco-002]"
144,false,-1,12.30,123,8534,4592,0,16,6,10,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|red-myco-002,15216,16,1524680,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-002;missingResources=A,E,H;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-b-001,cell-g-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-b-001,cell-g-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[red-myco-002]"
145,false,-1,12.10,121,6774,3435,0,16,5,11,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|red-myco-002,1976,16,1551751,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-002;missingResources=A,E,H;strong=[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-b-001,cell-g-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-e-001]|[cell-f-001]|[cell-h-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-b-001,cell-g-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-e-001]|[cell-f-001]|[cell-h-001]|[red-myco-002]"
146,false,-1,15.10,151,11493,6942,0,16,10,6,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-i-001,45026,16,1642231,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-i-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-f-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-f-001]"
147,false,-1,7.40,74,3563,2432,0,14,3,13,7,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,-17314,16,1152499,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=A,B,D,E,G,H,J;strong=[cell-c-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-d-001]|[cell-e-001]|[cell-f-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-c-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-d-001]|[cell-e-001]|[cell-f-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
148,false,-1,7.40,74,3563,2432,0,14,3,13,7,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,-17314,16,1152522,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=A,B,D,E,G,H,J;strong=[cell-c-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-d-001]|[cell-e-001]|[cell-f-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-c-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-d-001]|[cell-e-001]|[cell-f-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
